event_id,ts,rider_id,region_id,arm,reward_binary,reward_revenue,region_id,hour,segment,rider_conv,context_score
7651,2025-12-01 14:35:00,132,3,1.0,1,0.742,3,14,5,0.8275862068680143,-0.1078
8380,2025-12-01 17:10:00,132,6,1.0,1,1.263,6,17,5,0.8275862068680143,0.4058
8530,2025-12-01 17:40:00,132,12,1.0,1,0.951,12,17,5,0.8275862068680143,-0.1077
8571,2025-12-01 17:50:00,132,14,1.0,1,0.625,14,17,5,0.8275862068680143,-0.0709
9178,2025-12-01 20:20:00,132,15,0.0,1,1.775,15,20,5,0.8275862068680143,0.0863
9234,2025-12-01 20:35:00,132,18,0.0,0,0.0,18,20,5,0.8275862068680143,-0.8549
9245,2025-12-01 20:40:00,132,4,1.0,1,1.646,4,20,5,0.8275862068680143,0.8354
9592,2025-12-01 22:10:00,132,0,0.5,0,0.0,0,22,5,0.8275862068680143,-0.3712
396,2025-12-01 00:25:00,133,16,1.0,1,0.28,16,0,7,0.9047619047188209,-0.7069
439,2025-12-01 00:30:00,133,8,0.5,1,0.889,8,0,7,0.9047619047188209,0.8483
455,2025-12-01 00:30:00,133,14,1.0,1,0.625,14,0,7,0.9047619047188209,0.1815
484,2025-12-01 00:35:00,133,3,0.5,1,1.242,3,0,7,0.9047619047188209,0.0674
550,2025-12-01 00:40:00,133,4,0.5,1,2.146,4,0,7,0.9047619047188209,-0.0125
754,2025-12-01 00:55:00,133,6,0.0,0,0.0,6,0,7,0.9047619047188209,-0.9678
1078,2025-12-01 01:20:00,133,16,0.5,1,0.78,16,1,7,0.9047619047188209,-0.8904
1227,2025-12-01 01:35:00,133,13,1.0,1,0.874,13,1,7,0.9047619047188209,0.1814
1571,2025-12-01 02:05:00,133,6,1.0,1,1.263,6,2,7,0.9047619047188209,0.0731
2186,2025-12-01 02:55:00,133,13,0.0,1,1.874,13,2,7,0.9047619047188209,0.0268
2459,2025-12-01 03:20:00,133,16,0.0,1,1.28,16,3,7,0.9047619047188209,0.7579
3682,2025-12-01 05:20:00,133,1,1.0,1,0.188,1,5,7,0.9047619047188209,-0.6079
3763,2025-12-01 05:30:00,133,0,1.0,1,0.878,0,5,7,0.9047619047188209,0.596
4853,2025-12-01 07:35:00,133,1,0.5,1,0.688,1,7,7,0.9047619047188209,-0.3321
5654,2025-12-01 09:15:00,133,14,1.0,1,0.625,14,9,7,0.9047619047188209,-0.4297
5915,2025-12-01 10:00:00,133,2,0.0,0,0.0,2,10,7,0.9047619047188209,-0.3035
6216,2025-12-01 10:45:00,133,13,0.5,1,1.374,13,10,7,0.9047619047188209,-1.1065
6339,2025-12-01 11:00:00,133,18,1.0,1,1.561,18,11,7,0.9047619047188209,0.0544
7400,2025-12-01 13:45:00,133,15,0.5,1,1.275,15,13,7,0.9047619047188209,0.8095
8358,2025-12-01 17:05:00,133,6,0.0,1,2.263,6,17,7,0.9047619047188209,-0.0322
9050,2025-12-01 19:50:00,133,6,0.0,1,2.263,6,19,7,0.9047619047188209,-0.0009
372,2025-12-01 00:25:00,134,11,0.0,1,1.939,11,0,0,0.7142857142346939,0.311
1484,2025-12-01 01:55:00,134,14,0.0,1,1.625,14,1,0,0.7142857142346939,1.0487
1563,2025-12-01 02:05:00,134,2,1.0,1,1.572,2,2,0,0.7142857142346939,-0.2771
1692,2025-12-01 02:15:00,134,2,0.0,1,2.572,2,2,0,0.7142857142346939,-0.0096
1723,2025-12-01 02:15:00,134,15,0.0,1,1.775,15,2,0,0.7142857142346939,-0.0001
2358,2025-12-01 03:10:00,134,18,0.5,0,0.0,18,3,0,0.7142857142346939,0.2222
2959,2025-12-01 04:05:00,134,2,1.0,1,1.572,2,4,0,0.7142857142346939,0.1934
3329,2025-12-01 04:40:00,134,14,0.0,0,0.0,14,4,0,0.7142857142346939,0.4869
3828,2025-12-01 05:35:00,134,11,0.0,0,0.0,11,5,0,0.7142857142346939,1.2079
4041,2025-12-01 06:00:00,134,2,0.5,1,2.072,2,6,0,0.7142857142346939,0.1723
5414,2025-12-01 08:45:00,134,0,1.0,1,0.878,0,8,0,0.7142857142346939,-0.1002
5637,2025-12-01 09:15:00,134,6,1.0,1,1.263,6,9,0,0.7142857142346939,0.1885
7565,2025-12-01 14:20:00,134,4,0.5,1,2.146,4,14,0,0.7142857142346939,-0.5528
7988,2025-12-01 15:40:00,134,18,0.0,0,0.0,18,15,0,0.7142857142346939,-0.1632
778,2025-12-01 00:55:00,135,16,0.0,0,0.0,16,0,1,0.7499999999625,0.129
898,2025-12-01 01:05:00,135,19,1.0,1,0.28,19,1,1,0.7499999999625,0.2047
979,2025-12-01 01:15:00,135,5,0.5,1,1.609,5,1,1,0.7499999999625,0.1415
1021,2025-12-01 01:15:00,135,19,1.0,1,0.28,19,1,1,0.7499999999625,1.2364
1041,2025-12-01 01:20:00,135,6,1.0,1,1.263,6,1,1,0.7499999999625,-0.2859
3018,2025-12-01 04:10:00,135,7,0.0,1,2.941,7,4,1,0.7499999999625,0.7708
3568,2025-12-01 05:05:00,135,6,0.5,1,1.763,6,5,1,0.7499999999625,0.6457
3949,2025-12-01 05:50:00,135,1,1.0,1,0.188,1,5,1,0.7499999999625,0.063
4142,2025-12-01 06:10:00,135,13,1.0,1,0.874,13,6,1,0.7499999999625,1.1116
4509,2025-12-01 06:55:00,135,6,0.5,1,1.763,6,6,1,0.7499999999625,0.4299
4838,2025-12-01 07:30:00,135,16,1.0,1,0.28,16,7,1,0.7499999999625,-0.5779
6168,2025-12-01 10:40:00,135,2,0.0,0,0.0,2,10,1,0.7499999999625,-0.2968
6194,2025-12-01 10:40:00,135,14,0.5,1,1.125,14,10,1,0.7499999999625,0.4764
6920,2025-12-01 12:25:00,135,19,0.5,1,0.78,19,12,1,0.7499999999625,0.1162
8155,2025-12-01 16:20:00,135,10,0.0,1,2.935,10,16,1,0.7499999999625,-1.11
8674,2025-12-01 18:10:00,135,15,1.0,1,0.775,15,18,1,0.7499999999625,-0.9914
8861,2025-12-01 19:00:00,135,3,0.0,0,0.0,3,19,1,0.7499999999625,0.413
8862,2025-12-01 19:00:00,135,4,0.0,0,0.0,4,19,1,0.7499999999625,-0.2533
9233,2025-12-01 20:35:00,135,18,1.0,1,1.561,18,20,1,0.7499999999625,0.3618
9700,2025-12-01 22:40:00,135,13,0.0,0,0.0,13,22,1,0.7499999999625,-0.9898
489,2025-12-01 00:35:00,136,4,1.0,0,0.0,4,0,4,0.8181818181446281,-1.2675
1962,2025-12-01 02:35:00,136,14,0.5,0,0.0,14,2,4,0.8181818181446281,-1.0552
1986,2025-12-01 02:40:00,136,2,0.0,1,2.572,2,2,4,0.8181818181446281,-0.9684
2154,2025-12-01 02:55:00,136,0,1.0,1,0.878,0,2,4,0.8181818181446281,0.2573
2588,2025-12-01 03:35:00,136,0,0.5,1,1.378,0,3,4,0.8181818181446281,0.3288
3266,2025-12-01 04:35:00,136,13,0.5,1,1.374,13,4,4,0.8181818181446281,-0.4583
3457,2025-12-01 04:55:00,136,1,0.5,1,0.688,1,4,4,0.8181818181446281,-0.1224
4733,2025-12-01 07:20:00,136,6,0.5,1,1.763,6,7,4,0.8181818181446281,-0.5558
5470,2025-12-01 08:50:00,136,8,1.0,1,0.389,8,8,4,0.8181818181446281,-0.6126
5526,2025-12-01 08:55:00,136,18,0.5,1,2.061,18,8,4,0.8181818181446281,1.0785
5692,2025-12-01 09:20:00,136,16,0.0,1,1.28,16,9,4,0.8181818181446281,0.8042
6520,2025-12-01 11:25:00,136,16,0.0,1,1.28,16,11,4,0.8181818181446281,-0.1386
6954,2025-12-01 12:30:00,136,18,0.0,0,0.0,18,12,4,0.8181818181446281,-0.2366
7042,2025-12-01 12:50:00,136,1,0.5,1,0.688,1,12,4,0.8181818181446281,0.0223
7208,2025-12-01 13:15:00,136,7,1.0,0,0.0,7,13,4,0.8181818181446281,-1.5081
7486,2025-12-01 14:00:00,136,16,0.5,1,0.78,16,14,4,0.8181818181446281,0.042
7511,2025-12-01 14:10:00,136,1,0.0,1,1.188,1,14,4,0.8181818181446281,0.0206
7656,2025-12-01 14:35:00,136,7,1.0,1,1.941,7,14,4,0.8181818181446281,-0.277
8208,2025-12-01 16:30:00,136,11,0.0,1,1.939,11,16,4,0.8181818181446281,0.3875
8377,2025-12-01 17:10:00,136,3,0.5,1,1.242,3,17,4,0.8181818181446281,-0.304
8814,2025-12-01 18:45:00,136,13,0.0,1,1.874,13,18,4,0.8181818181446281,0.8968
9526,2025-12-01 21:50:00,136,6,1.0,1,1.263,6,21,4,0.8181818181446281,-0.4604
321,2025-12-01 00:20:00,137,16,1.0,1,0.28,16,0,4,0.8333333332870371,-0.6422
354,2025-12-01 00:25:00,137,6,0.0,1,2.263,6,0,4,0.8333333332870371,0.1262
646,2025-12-01 00:45:00,137,10,0.5,1,2.435,10,0,4,0.8333333332870371,-0.5811
1011,2025-12-01 01:15:00,137,15,0.0,0,0.0,15,1,4,0.8333333332870371,0.5651
1099,2025-12-01 01:25:00,137,0,0.5,1,1.378,0,1,4,0.8333333332870371,0.8215
3027,2025-12-01 04:10:00,137,13,1.0,1,0.874,13,4,4,0.8333333332870371,-0.0565
3496,2025-12-01 04:55:00,137,15,1.0,1,0.775,15,4,4,0.8333333332870371,-0.8447
4592,2025-12-01 07:05:00,137,2,0.5,1,2.072,2,7,4,0.8333333332870371,-0.1763
5300,2025-12-01 08:30:00,137,8,0.5,1,0.889,8,8,4,0.8333333332870371,-0.0037
5523,2025-12-01 08:55:00,137,15,0.0,0,0.0,15,8,4,0.8333333332870371,-0.6172
5691,2025-12-01 09:20:00,137,15,0.5,1,1.275,15,9,4,0.8333333332870371,0.2224
6061,2025-12-01 10:20:00,137,15,0.0,0,0.0,15,10,4,0.8333333332870371,0.1884
6485,2025-12-01 11:20:00,137,14,1.0,1,0.625,14,11,4,0.8333333332870371,-0.647
7293,2025-12-01 13:30:00,137,7,0.0,1,2.941,7,13,4,0.8333333332870371,0.1302
7503,2025-12-01 14:05:00,137,15,0.5,1,1.275,15,14,4,0.8333333332870371,0.3445
8485,2025-12-01 17:35:00,137,0,0.0,1,1.878,0,17,4,0.8333333332870371,-0.8077
8980,2025-12-01 19:30:00,137,0,1.0,1,0.878,0,19,4,0.8333333332870371,0.5224
9717,2025-12-01 22:45:00,137,10,0.0,1,2.935,10,22,4,0.8333333332870371,0.1857
179,2025-12-01 00:10:00,138,15,1.0,1,0.775,15,0,4,0.8181818181446281,-0.2565
510,2025-12-01 00:35:00,138,11,1.0,1,0.939,11,0,4,0.8181818181446281,-0.5125
1200,2025-12-01 01:30:00,138,19,1.0,1,0.28,19,1,4,0.8181818181446281,0.5354
1676,2025-12-01 02:10:00,138,18,0.5,1,2.061,18,2,4,0.8181818181446281,0.6477
1823,2025-12-01 02:25:00,138,4,0.0,1,2.646,4,2,4,0.8181818181446281,-0.495
1827,2025-12-01 02:25:00,138,6,0.5,1,1.763,6,2,4,0.8181818181446281,-0.4943
1956,2025-12-01 02:35:00,138,13,0.5,1,1.374,13,2,4,0.8181818181446281,-0.6904
2242,2025-12-01 03:00:00,138,15,1.0,1,0.775,15,3,4,0.8181818181446281,-0.8323
3116,2025-12-01 04:20:00,138,8,1.0,1,0.389,8,4,4,0.8181818181446281,-0.3546
3784,2025-12-01 05:30:00,138,8,0.5,0,0.0,8,5,4,0.8181818181446281,-0.3221
3961,2025-12-01 05:50:00,138,6,0.5,1,1.763,6,5,4,0.8181818181446281,-0.0203
4188,2025-12-01 06:15:00,138,13,0.0,0,0.0,13,6,4,0.8181818181446281,0.0559
4381,2025-12-01 06:40:00,138,6,0.5,0,0.0,6,6,4,0.8181818181446281,-0.2042
4421,2025-12-01 06:45:00,138,6,1.0,1,1.263,6,6,4,0.8181818181446281,-0.297
4926,2025-12-01 07:45:00,138,0,0.5,1,1.378,0,7,4,0.8181818181446281,-0.4855
5322,2025-12-01 08:35:00,138,0,0.0,0,0.0,0,8,4,0.8181818181446281,0.1096
5887,2025-12-01 09:55:00,138,2,1.0,1,1.572,2,9,4,0.8181818181446281,-0.5444
7524,2025-12-01 14:10:00,138,10,1.0,1,1.935,10,14,4,0.8181818181446281,-0.1192
8040,2025-12-01 15:55:00,138,8,1.0,1,0.389,8,15,4,0.8181818181446281,0.5969
9523,2025-12-01 21:50:00,138,5,0.0,1,2.109,5,21,4,0.8181818181446281,0.1456
9634,2025-12-01 22:15:00,138,19,0.0,1,1.28,19,22,4,0.8181818181446281,0.1656
9679,2025-12-01 22:30:00,138,18,0.5,1,2.061,18,22,4,0.8181818181446281,0.1334
315,2025-12-01 00:20:00,139,16,0.5,1,0.78,16,0,4,0.8571428570816326,-0.3637
491,2025-12-01 00:35:00,139,5,0.5,1,1.609,5,0,4,0.8571428570816326,-0.9856
697,2025-12-01 00:50:00,139,6,0.5,1,1.763,6,0,4,0.8571428570816326,0.3027
820,2025-12-01 01:00:00,139,10,0.0,1,2.935,10,1,4,0.8571428570816326,-0.7904
1383,2025-12-01 01:50:00,139,2,0.0,0,0.0,2,1,4,0.8571428570816326,-0.6186
1807,2025-12-01 02:25:00,139,0,0.0,0,0.0,0,2,4,0.8571428570816326,0.6595
2464,2025-12-01 03:20:00,139,18,1.0,1,1.561,18,3,4,0.8571428570816326,0.3126
4269,2025-12-01 06:25:00,139,15,0.0,1,1.775,15,6,4,0.8571428570816326,0.301
4410,2025-12-01 06:45:00,139,0,0.5,1,1.378,0,6,4,0.8571428570816326,0.3784
4879,2025-12-01 07:35:00,139,16,0.5,1,0.78,16,7,4,0.8571428570816326,-0.1908
6493,2025-12-01 11:20:00,139,18,0.5,1,2.061,18,11,4,0.8571428570816326,-0.5062
7458,2025-12-01 13:55:00,139,18,1.0,1,1.561,18,13,4,0.8571428570816326,0.2873
7579,2025-12-01 14:20:00,139,18,1.0,1,1.561,18,14,4,0.8571428570816326,-0.6007
9666,2025-12-01 22:30:00,139,11,1.0,1,0.939,11,22,4,0.8571428570816326,-0.1899
7,2025-12-01 00:00:00,140,2,1.0,1,1.572,2,0,1,0.8499999999575,-0.3223
761,2025-12-01 00:55:00,140,11,0.5,1,1.439,11,0,1,0.8499999999575,0.2865
1351,2025-12-01 01:45:00,140,15,0.5,1,1.275,15,1,1,0.8499999999575,0.5758
1450,2025-12-01 01:55:00,140,1,1.0,1,0.188,1,1,1,0.8499999999575,0.0049
1967,2025-12-01 02:35:00,140,15,1.0,1,0.775,15,2,1,0.8499999999575,-0.2943
2859,2025-12-01 03:55:00,140,5,0.5,0,0.0,5,3,1,0.8499999999575,-0.2259
2925,2025-12-01 04:00:00,140,8,0.5,1,0.889,8,4,1,0.8499999999575,0.4838
2947,2025-12-01 04:00:00,140,18,1.0,1,1.561,18,4,1,0.8499999999575,0.662
2970,2025-12-01 04:05:00,140,7,0.0,0,0.0,7,4,1,0.8499999999575,-0.6694
2977,2025-12-01 04:05:00,140,10,0.0,1,2.935,10,4,1,0.8499999999575,0.5269
3152,2025-12-01 04:25:00,140,7,1.0,1,1.941,7,4,1,0.8499999999575,1.024
3811,2025-12-01 05:35:00,140,3,0.5,1,1.242,3,5,1,0.8499999999575,-0.8014
4666,2025-12-01 07:10:00,140,18,1.0,1,1.561,18,7,1,0.8499999999575,0.0539
6001,2025-12-01 10:10:00,140,16,1.0,1,0.28,16,10,1,0.8499999999575,0.5782
6090,2025-12-01 10:25:00,140,13,0.5,1,1.374,13,10,1,0.8499999999575,0.5224
6202,2025-12-01 10:40:00,140,19,1.0,1,0.28,19,10,1,0.8499999999575,-0.9282
8406,2025-12-01 17:15:00,140,10,0.0,1,2.935,10,17,1,0.8499999999575,-0.4211
9246,2025-12-01 20:40:00,140,4,1.0,1,1.646,4,20,1,0.8499999999575,-0.7218
9692,2025-12-01 22:35:00,140,15,0.0,1,1.775,15,22,1,0.8499999999575,-0.2278
9798,2025-12-01 23:10:00,140,1,0.0,0,0.0,1,23,1,0.8499999999575,0.7198
1815,2025-12-01 02:25:00,141,1,1.0,1,0.188,1,2,7,0.7999999999466667,0.094
2205,2025-12-01 02:55:00,141,19,0.0,1,1.28,19,2,7,0.7999999999466667,0.2758
3220,2025-12-01 04:30:00,141,14,0.0,0,0.0,14,4,7,0.7999999999466667,-1.0578
3629,2025-12-01 05:10:00,141,16,1.0,0,0.0,16,5,7,0.7999999999466667,-0.351
4194,2025-12-01 06:15:00,141,15,1.0,1,0.775,15,6,7,0.7999999999466667,-0.075
4208,2025-12-01 06:20:00,141,2,0.5,1,2.072,2,6,7,0.7999999999466667,-0.8045
4358,2025-12-01 06:35:00,141,19,0.5,1,0.78,19,6,7,0.7999999999466667,0.2096
5143,2025-12-01 08:10:00,141,6,0.5,1,1.763,6,8,7,0.7999999999466667,0.6915
5210,2025-12-01 08:20:00,141,4,0.5,1,2.146,4,8,7,0.7999999999466667,0.799
5424,2025-12-01 08:45:00,141,6,1.0,1,1.263,6,8,7,0.7999999999466667,-0.1244
5652,2025-12-01 09:15:00,141,14,1.0,1,0.625,14,9,7,0.7999999999466667,0.2522
7037,2025-12-01 12:50:00,141,0,1.0,1,0.878,0,12,7,0.7999999999466667,-0.0754
7365,2025-12-01 13:40:00,141,14,0.5,1,1.125,14,13,7,0.7999999999466667,0.6286
8620,2025-12-01 18:00:00,141,11,0.5,1,1.439,11,18,7,0.7999999999466667,0.9204
9299,2025-12-01 20:55:00,141,3,1.0,0,0.0,3,20,7,0.7999999999466667,-0.1482
630,2025-12-01 00:45:00,142,7,0.0,1,2.941,7,0,0,0.8421052631135734,-0.1073
684,2025-12-01 00:50:00,142,2,0.0,1,2.572,2,0,0,0.8421052631135734,-0.3906
825,2025-12-01 01:00:00,142,13,1.0,1,0.874,13,1,0,0.8421052631135734,0.6687
1835,2025-12-01 02:25:00,142,8,0.0,1,1.389,8,2,0,0.8421052631135734,0.3532
1917,2025-12-01 02:30:00,142,18,0.0,1,2.561,18,2,0,0.8421052631135734,0.395
3296,2025-12-01 04:40:00,142,1,0.5,1,0.688,1,4,0,0.8421052631135734,-0.3125
3313,2025-12-01 04:40:00,142,6,0.0,0,0.0,6,4,0,0.8421052631135734,-0.8431
3803,2025-12-01 05:30:00,142,19,0.5,1,0.78,19,5,0,0.8421052631135734,-0.1348
4883,2025-12-01 07:40:00,142,0,0.0,0,0.0,0,7,0,0.8421052631135734,0.0356
5604,2025-12-01 09:05:00,142,18,0.5,1,2.061,18,9,0,0.8421052631135734,-0.7712
6131,2025-12-01 10:30:00,142,15,1.0,1,0.775,15,10,0,0.8421052631135734,0.7153
6785,2025-12-01 12:05:00,142,12,0.0,1,1.951,12,12,0,0.8421052631135734,0.1049
7421,2025-12-01 13:50:00,142,15,0.0,1,1.775,15,13,0,0.8421052631135734,0.8095
7982,2025-12-01 15:40:00,142,16,0.0,1,1.28,16,15,0,0.8421052631135734,0.1032
8265,2025-12-01 16:40:00,142,14,1.0,1,0.625,14,16,0,0.8421052631135734,-0.7442
8279,2025-12-01 16:45:00,142,1,0.5,1,0.688,1,16,0,0.8421052631135734,0.4161
9032,2025-12-01 19:45:00,142,10,1.0,1,1.935,10,19,0,0.8421052631135734,-0.247
9429,2025-12-01 21:25:00,142,12,0.0,0,0.0,12,21,0,0.8421052631135734,0.0562
9463,2025-12-01 21:35:00,142,5,0.5,1,1.609,5,21,0,0.8421052631135734,-0.6985
3086,2025-12-01 04:15:00,143,15,1.0,1,0.775,15,4,1,0.8421052631135734,0.1738
3240,2025-12-01 04:35:00,143,1,0.5,1,0.688,1,4,1,0.8421052631135734,-0.2794
3335,2025-12-01 04:40:00,143,15,1.0,1,0.775,15,4,1,0.8421052631135734,-0.0055
3543,2025-12-01 05:00:00,143,16,1.0,1,0.28,16,5,1,0.8421052631135734,0.5813
3601,2025-12-01 05:10:00,143,4,0.5,1,2.146,4,5,1,0.8421052631135734,-0.3779
3721,2025-12-01 05:25:00,143,1,0.0,0,0.0,1,5,1,0.8421052631135734,1.0476
3963,2025-12-01 05:50:00,143,7,0.0,1,2.941,7,5,1,0.8421052631135734,-0.4622
4193,2025-12-01 06:15:00,143,15,0.5,0,0.0,15,6,1,0.8421052631135734,-0.2569
4251,2025-12-01 06:25:00,143,6,0.5,1,1.763,6,6,1,0.8421052631135734,0.5336
5006,2025-12-01 07:55:00,143,2,1.0,1,1.572,2,7,1,0.8421052631135734,-0.6387
5305,2025-12-01 08:30:00,143,11,0.5,1,1.439,11,8,1,0.8421052631135734,-0.4482
5408,2025-12-01 08:40:00,143,16,0.5,1,0.78,16,8,1,0.8421052631135734,0.7908
5514,2025-12-01 08:55:00,143,10,1.0,1,1.935,10,8,1,0.8421052631135734,0.0041
5676,2025-12-01 09:20:00,143,8,1.0,1,0.389,8,9,1,0.8421052631135734,-0.0207
5851,2025-12-01 09:45:00,143,15,0.5,1,1.275,15,9,1,0.8421052631135734,-0.1554
6995,2025-12-01 12:40:00,143,13,0.0,0,0.0,13,12,1,0.8421052631135734,-0.148
7065,2025-12-01 12:50:00,143,14,0.0,1,1.625,14,12,1,0.8421052631135734,0.4692
7812,2025-12-01 15:05:00,143,19,0.5,1,0.78,19,15,1,0.8421052631135734,-0.7275
9648,2025-12-01 22:20:00,143,18,0.0,1,2.561,18,22,1,0.8421052631135734,-0.0358
196,2025-12-01 00:10:00,144,19,0.5,1,0.78,19,0,1,0.8823529411245675,-0.3286
1040,2025-12-01 01:20:00,144,5,0.5,1,1.609,5,1,1,0.8823529411245675,-0.3133
1494,2025-12-01 01:55:00,144,15,1.0,1,0.775,15,1,1,0.8823529411245675,-0.2322
2472,2025-12-01 03:25:00,144,0,0.5,1,1.378,0,3,1,0.8823529411245675,0.2766
2602,2025-12-01 03:35:00,144,3,0.0,1,1.742,3,3,1,0.8823529411245675,-0.0344
2715,2025-12-01 03:45:00,144,1,1.0,1,0.188,1,3,1,0.8823529411245675,-0.3959
2934,2025-12-01 04:00:00,144,13,1.0,1,0.874,13,4,1,0.8823529411245675,-0.5643
3040,2025-12-01 04:10:00,144,19,0.5,1,0.78,19,4,1,0.8823529411245675,1.0868
3099,2025-12-01 04:20:00,144,1,1.0,1,0.188,1,4,1,0.8823529411245675,-0.4048
4064,2025-12-01 06:00:00,144,15,0.0,1,1.775,15,6,1,0.8823529411245675,0.5592
4202,2025-12-01 06:15:00,144,19,1.0,1,0.28,19,6,1,0.8823529411245675,-0.4576
6046,2025-12-01 10:20:00,144,6,0.5,1,1.763,6,10,1,0.8823529411245675,0.4588
7294,2025-12-01 13:30:00,144,7,0.0,0,0.0,7,13,1,0.8823529411245675,0.6085
7871,2025-12-01 15:20:00,144,7,1.0,1,1.941,7,15,1,0.8823529411245675,0.359
8763,2025-12-01 18:35:00,144,0,0.0,0,0.0,0,18,1,0.8823529411245675,0.246
9229,2025-12-01 20:35:00,144,12,0.5,1,1.451,12,20,1,0.8823529411245675,-0.0346
9714,2025-12-01 22:45:00,144,6,0.0,1,2.263,6,22,1,0.8823529411245675,-0.2468
652,2025-12-01 00:45:00,145,13,0.0,0,0.0,13,0,1,0.7647058823079584,0.5147
1116,2025-12-01 01:25:00,145,6,0.0,1,2.263,6,1,1,0.7647058823079584,-0.0634
2107,2025-12-01 02:50:00,145,6,1.0,1,1.263,6,2,1,0.7647058823079584,0.5152
2471,2025-12-01 03:20:00,145,19,0.0,1,1.28,19,3,1,0.7647058823079584,-0.1277
2734,2025-12-01 03:45:00,145,8,0.0,1,1.389,8,3,1,0.7647058823079584,-0.2184
3649,2025-12-01 05:15:00,145,2,0.5,1,2.072,2,5,1,0.7647058823079584,-0.1919
3906,2025-12-01 05:45:00,145,1,0.5,1,0.688,1,5,1,0.7647058823079584,1.0179
4555,2025-12-01 07:00:00,145,7,1.0,1,1.941,7,7,1,0.7647058823079584,-0.2066
4714,2025-12-01 07:15:00,145,19,0.5,1,0.78,19,7,1,0.7647058823079584,0.5804
5491,2025-12-01 08:50:00,145,19,0.5,1,0.78,19,8,1,0.7647058823079584,0.0115
5891,2025-12-01 09:55:00,145,3,0.0,0,0.0,3,9,1,0.7647058823079584,0.7384
6972,2025-12-01 12:35:00,145,13,0.5,1,1.374,13,12,1,0.7647058823079584,0.2816
8336,2025-12-01 17:00:00,145,0,0.5,0,0.0,0,17,1,0.7647058823079584,-0.8253
8668,2025-12-01 18:10:00,145,8,0.5,1,0.889,8,18,1,0.7647058823079584,0.0689
8917,2025-12-01 19:10:00,145,19,0.5,1,0.78,19,19,1,0.7647058823079584,0.4965
9198,2025-12-01 20:25:00,145,16,0.0,0,0.0,16,20,1,0.7647058823079584,-0.3624
9340,2025-12-01 21:05:00,145,4,1.0,1,1.646,4,21,1,0.7647058823079584,0.1163
42,2025-12-01 00:00:00,146,13,0.5,1,1.374,13,0,7,0.9473684210027701,-0.3406
3061,2025-12-01 04:15:00,146,7,0.5,0,0.0,7,4,7,0.9473684210027701,0.1956
3402,2025-12-01 04:50:00,146,0,0.5,1,1.378,0,4,7,0.9473684210027701,-0.2337
3946,2025-12-01 05:45:00,146,19,0.0,1,1.28,19,5,7,0.9473684210027701,0.6992
4159,2025-12-01 06:15:00,146,1,1.0,1,0.188,1,6,7,0.9473684210027701,0.0127
4561,2025-12-01 07:00:00,146,11,1.0,1,0.939,11,7,7,0.9473684210027701,-0.167
5394,2025-12-01 08:40:00,146,8,0.0,1,1.389,8,8,7,0.9473684210027701,0.7982
5711,2025-12-01 09:25:00,146,8,1.0,1,0.389,8,9,7,0.9473684210027701,-0.0382
6602,2025-12-01 11:40:00,146,6,0.5,1,1.763,6,11,7,0.9473684210027701,-0.4898
6652,2025-12-01 11:45:00,146,19,1.0,1,0.28,19,11,7,0.9473684210027701,1.0187
7091,2025-12-01 12:55:00,146,12,1.0,1,0.951,12,12,7,0.9473684210027701,-1.1814
7382,2025-12-01 13:45:00,146,4,0.0,1,2.646,4,13,7,0.9473684210027701,0.5869
7742,2025-12-01 14:55:00,146,3,0.5,1,1.242,3,14,7,0.9473684210027701,0.087
7913,2025-12-01 15:30:00,146,1,1.0,1,0.188,1,15,7,0.9473684210027701,-1.0416
8184,2025-12-01 16:25:00,146,13,0.0,1,1.874,13,16,7,0.9473684210027701,1.0187
8212,2025-12-01 16:30:00,146,15,1.0,1,0.775,15,16,7,0.9473684210027701,0.0038
8289,2025-12-01 16:45:00,146,10,0.5,1,2.435,10,16,7,0.9473684210027701,-0.0118
8337,2025-12-01 17:00:00,146,3,0.5,1,1.242,3,17,7,0.9473684210027701,-0.1559
9277,2025-12-01 20:45:00,146,16,0.5,1,0.78,16,20,7,0.9473684210027701,-0.0097
852,2025-12-01 01:05:00,147,2,0.5,1,2.072,2,1,1,0.8124999999492187,-0.099
1350,2025-12-01 01:45:00,147,15,1.0,1,0.775,15,1,1,0.8124999999492187,-0.0701
2530,2025-12-01 03:30:00,147,2,0.0,1,2.572,2,3,1,0.8124999999492187,-0.0125
2623,2025-12-01 03:35:00,147,11,0.0,1,1.939,11,3,1,0.8124999999492187,-0.0789
2646,2025-12-01 03:35:00,147,19,0.5,1,0.78,19,3,1,0.8124999999492187,0.748
2838,2025-12-01 03:50:00,147,19,0.0,0,0.0,19,3,1,0.8124999999492187,0.4592
4367,2025-12-01 06:40:00,147,2,1.0,1,1.572,2,6,1,0.8124999999492187,-0.7984
5331,2025-12-01 08:35:00,147,2,1.0,1,1.572,2,8,1,0.8124999999492187,-0.0673
6049,2025-12-01 10:20:00,147,6,0.5,1,1.763,6,10,1,0.8124999999492187,1.2183
6670,2025-12-01 11:50:00,147,6,0.0,0,0.0,6,11,1,0.8124999999492187,-0.6535
6844,2025-12-01 12:15:00,147,15,1.0,1,0.775,15,12,1,0.8124999999492187,-0.1625
7217,2025-12-01 13:15:00,147,15,1.0,1,0.775,15,13,1,0.8124999999492187,0.4692
7440,2025-12-01 13:55:00,147,8,0.0,1,1.389,8,13,1,0.8124999999492187,0.0445
