event_id,ts,region_id,rider_id,driver_id,base_price,surge_multiplier,proposed_price,subsidy,final_price,context_score,conversion_prob,is_trip,revenue
2060,2025-12-01 02:45:00,11,171,11001,1.939,1.0,1.939,1.0,0.939,-0.1395,0.964707,1,0.939
2061,2025-12-01 02:45:00,11,0,11002,1.939,1.0,1.939,0.5,1.439,0.2597,0.90322,1,1.439
2062,2025-12-01 02:45:00,12,340,12000,1.951,1.0,1.951,0.5,1.451,-0.0918,0.865101,1,1.451
2063,2025-12-01 02:45:00,12,422,12001,1.951,1.0,1.951,1.0,0.951,0.0588,0.969499,1,0.951
2064,2025-12-01 02:45:00,12,363,12002,1.951,1.0,1.951,0.0,1.951,-0.1867,0.577679,1,1.951
2065,2025-12-01 02:45:00,13,261,13000,1.874,1.0,1.874,1.0,0.874,-0.2539,0.941632,1,0.874
2066,2025-12-01 02:45:00,13,222,13001,1.874,1.0,1.874,0.5,1.374,0.2425,0.881827,1,1.374
2067,2025-12-01 02:45:00,13,62,13002,1.874,1.0,1.874,1.0,0.874,-0.4017,0.932963,1,0.874
2068,2025-12-01 02:45:00,13,197,-1,1.874,1.0,1.874,0.5,1.374,0.2702,0.884685,0,0.0
2069,2025-12-01 02:45:00,14,337,14000,1.625,1.0,1.625,1.0,0.625,-0.7822,0.933535,1,0.625
2070,2025-12-01 02:45:00,14,197,14001,1.625,1.0,1.625,0.5,1.125,-0.0662,0.869442,1,1.125
2071,2025-12-01 02:45:00,15,398,-1,1.775,1.0,1.775,0.0,1.775,-0.9687,0.384931,0,0.0
2072,2025-12-01 02:45:00,15,131,-1,1.775,1.0,1.775,0.5,1.275,-0.7777,0.784251,0,0.0
2073,2025-12-01 02:45:00,15,402,15000,1.775,1.0,1.775,1.0,0.775,0.123,0.977239,1,0.775
2074,2025-12-01 02:45:00,15,110,15001,1.775,1.0,1.775,1.0,0.775,0.682,0.986858,1,0.775
2075,2025-12-01 02:45:00,16,80,16000,1.28,1.0,1.28,1.0,0.28,-0.4009,0.989585,1,0.28
2076,2025-12-01 02:45:00,16,225,16001,1.28,1.0,1.28,1.0,0.28,-0.0617,0.992559,1,0.28
2077,2025-12-01 02:45:00,16,320,16002,1.28,1.0,1.28,1.0,0.28,0.2533,0.994559,1,0.28
2078,2025-12-01 02:45:00,16,63,16003,1.28,1.0,1.28,0.5,0.78,0.0804,0.943098,1,0.78
2079,2025-12-01 02:45:00,16,482,16004,1.28,1.0,1.28,1.0,0.28,-0.1971,0.991489,1,0.28
2080,2025-12-01 02:45:00,17,110,17000,2.574,1.0,2.574,0.0,2.574,-0.1294,0.591607,1,2.574
2081,2025-12-01 02:45:00,18,98,18000,2.561,1.0,2.561,0.0,2.561,0.1103,0.648018,1,2.561
2082,2025-12-01 02:45:00,18,225,18001,2.561,1.0,2.561,0.0,2.561,0.5427,0.739377,1,2.561
2083,2025-12-01 02:45:00,18,290,18002,2.561,1.0,2.561,0.5,2.061,-0.6961,0.698628,1,2.061
2084,2025-12-01 02:45:00,18,309,18003,2.561,1.0,2.561,0.0,2.561,0.4036,0.711679,1,2.561
2085,2025-12-01 02:45:00,18,314,18004,2.561,1.0,2.561,1.0,1.561,0.4835,0.955091,1,1.561
2086,2025-12-01 02:45:00,18,199,18005,2.561,1.0,2.561,0.5,2.061,0.7985,0.911765,1,2.061
2087,2025-12-01 02:45:00,19,478,19000,1.28,1.0,1.28,1.0,0.28,-0.0627,0.993254,1,0.28
2088,2025-12-01 02:45:00,19,36,19001,1.28,1.0,1.28,0.5,0.78,-0.2763,0.924217,1,0.78
2089,2025-12-01 02:50:00,0,380,0,1.878,1.0,1.878,1.0,0.878,0.6261,0.974308,1,0.878
2090,2025-12-01 02:50:00,0,426,1,1.878,1.0,1.878,1.0,0.878,0.1355,0.958709,1,0.878
2091,2025-12-01 02:50:00,1,181,1000,1.188,1.0,1.188,0.5,0.688,-0.2216,0.899094,1,0.688
2092,2025-12-01 02:50:00,1,45,1001,1.188,1.0,1.188,0.0,1.188,0.4855,0.728208,1,1.188
2093,2025-12-01 02:50:00,1,178,1002,1.188,1.0,1.188,0.5,0.688,-0.2462,0.896836,1,0.688
2094,2025-12-01 02:50:00,2,473,2000,2.572,1.0,2.572,0.5,2.072,0.2345,0.865698,1,2.072
2095,2025-12-01 02:50:00,2,160,2001,2.572,1.0,2.572,0.5,2.072,-0.1762,0.810421,1,2.072
2096,2025-12-01 02:50:00,2,400,2002,2.572,1.0,2.572,0.5,2.072,0.6148,0.90411,1,2.072
2097,2025-12-01 02:50:00,2,260,2003,2.572,1.0,2.572,0.0,2.572,0.08,0.641074,1,2.572
2098,2025-12-01 02:50:00,2,70,2004,2.572,1.0,2.572,1.0,1.572,-1.481,0.781939,1,1.572
2099,2025-12-01 02:50:00,3,413,3000,1.742,1.0,1.742,1.0,0.742,0.0964,0.962433,1,0.742
2100,2025-12-01 02:50:00,3,473,3001,1.742,1.0,1.742,0.0,1.742,0.1817,0.664116,1,1.742
2101,2025-12-01 02:50:00,4,430,4000,2.646,1.0,2.646,0.0,2.646,-0.4193,0.520157,1,2.646
2102,2025-12-01 02:50:00,4,317,4001,2.646,1.0,2.646,0.5,2.146,0.1815,0.844195,1,2.146
2103,2025-12-01 02:50:00,4,343,4002,2.646,1.0,2.646,1.0,1.646,0.1228,0.933354,1,1.646
2104,2025-12-01 02:50:00,5,288,5000,2.109,1.0,2.109,0.5,1.609,-0.174,0.848858,1,1.609
2105,2025-12-01 02:50:00,6,174,6000,2.263,1.0,2.263,0.0,2.263,0.2045,0.669176,1,2.263
2106,2025-12-01 02:50:00,6,66,6001,2.263,1.0,2.263,0.0,2.263,1.47,0.877609,1,2.263
2107,2025-12-01 02:50:00,6,145,6002,2.263,1.0,2.263,1.0,1.263,0.5152,0.959448,1,1.263
2108,2025-12-01 02:50:00,6,156,6003,2.263,1.0,2.263,0.5,1.763,0.1655,0.850656,1,1.763
2109,2025-12-01 02:50:00,7,229,7000,2.941,1.0,2.941,0.0,2.941,-0.0841,0.602494,1,2.941
2110,2025-12-01 02:50:00,7,305,-1,2.941,1.0,2.941,0.5,2.441,0.2481,0.823514,0,0.0
2111,2025-12-01 02:50:00,7,414,7001,2.941,1.0,2.941,0.5,2.441,-1.3971,0.473809,1,2.441
2112,2025-12-01 02:50:00,7,153,7002,2.941,1.0,2.941,0.5,2.441,0.0255,0.788796,1,2.441
2113,2025-12-01 02:50:00,7,385,7003,2.941,1.0,2.941,1.0,1.941,0.1221,0.900834,1,1.941
2114,2025-12-01 02:50:00,7,148,-1,2.941,1.0,2.941,0.5,2.441,-0.3264,0.724288,0,0.0
2115,2025-12-01 02:50:00,8,345,8000,1.389,1.0,1.389,1.0,0.389,0.2034,0.989209,1,0.389
2116,2025-12-01 02:50:00,8,448,8001,1.389,1.0,1.389,0.5,0.889,0.5567,0.950928,1,0.889
2117,2025-12-01 02:50:00,9,366,9000,1.309,1.0,1.309,1.0,0.309,0.3884,0.990902,1,0.309
2118,2025-12-01 02:50:00,9,420,9001,1.309,1.0,1.309,1.0,0.309,-0.256,0.982811,1,0.309
2119,2025-12-01 02:50:00,10,309,10000,2.935,1.0,2.935,1.0,1.935,-0.2192,0.896466,1,1.935
2120,2025-12-01 02:50:00,10,31,10001,2.935,1.0,2.935,0.5,2.435,0.1461,0.829912,1,2.435
2121,2025-12-01 02:50:00,10,475,-1,2.935,1.0,2.935,0.0,2.935,0.0904,0.643468,0,0.0
2122,2025-12-01 02:50:00,10,379,-1,2.935,1.0,2.935,0.0,2.935,-0.7589,0.435639,0,0.0
2123,2025-12-01 02:50:00,10,372,10002,2.935,1.0,2.935,1.0,1.935,0.0327,0.917625,1,1.935
2124,2025-12-01 02:50:00,10,207,10003,2.935,1.0,2.935,0.0,2.935,0.2333,0.675531,1,2.935
2125,2025-12-01 02:50:00,10,87,-1,2.935,1.0,2.935,0.5,2.435,-0.6987,0.677039,0,0.0
2126,2025-12-01 02:50:00,11,36,11000,1.939,1.0,1.939,0.5,1.439,-0.143,0.861856,1,1.439
2127,2025-12-01 02:50:00,12,379,12000,1.951,1.0,1.951,0.5,1.451,0.1075,0.886715,1,1.451
2128,2025-12-01 02:50:00,13,479,-1,1.874,1.0,1.874,0.0,1.874,-0.3353,0.541091,0,0.0
2129,2025-12-01 02:50:00,13,359,13000,1.874,1.0,1.874,0.5,1.374,-0.2906,0.814094,1,1.374
2130,2025-12-01 02:50:00,13,238,13001,1.874,1.0,1.874,0.0,1.874,0.03,0.629478,1,1.874
2131,2025-12-01 02:50:00,13,153,-1,1.874,1.0,1.874,0.0,1.874,-0.0387,0.613311,0,0.0
2132,2025-12-01 02:50:00,13,292,13002,1.874,1.0,1.874,0.0,1.874,-0.1815,0.578958,1,1.874
2133,2025-12-01 02:50:00,14,55,14000,1.625,1.0,1.625,1.0,0.625,0.3004,0.976453,1,0.625
2134,2025-12-01 02:50:00,14,412,14001,1.625,1.0,1.625,1.0,0.625,-0.2831,0.958569,1,0.625
2135,2025-12-01 02:50:00,14,352,-1,1.625,1.0,1.625,0.5,1.125,-0.1166,0.863615,0,0.0
2136,2025-12-01 02:50:00,14,6,14002,1.625,1.0,1.625,0.0,1.625,0.696,0.767805,1,1.625
2137,2025-12-01 02:50:00,15,35,15000,1.775,1.0,1.775,0.5,1.275,-0.2265,0.863171,1,1.275
2138,2025-12-01 02:50:00,16,413,16000,1.28,1.0,1.28,0.5,0.78,0.3276,0.955,1,0.78
2139,2025-12-01 02:50:00,16,226,-1,1.28,1.0,1.28,0.0,1.28,-0.4624,0.509404,0,0.0
2140,2025-12-01 02:50:00,16,245,16001,1.28,1.0,1.28,0.0,1.28,-1.0405,0.368076,1,1.28
2141,2025-12-01 02:50:00,16,269,16002,1.28,1.0,1.28,1.0,0.28,-0.1004,0.992267,1,0.28
2142,2025-12-01 02:50:00,16,350,16003,1.28,1.0,1.28,1.0,0.28,-0.5051,0.988455,1,0.28
2143,2025-12-01 02:50:00,16,3,16004,1.28,1.0,1.28,0.5,0.78,-0.5027,0.902456,1,0.78
2144,2025-12-01 02:50:00,16,160,16005,1.28,1.0,1.28,1.0,0.28,-0.0377,0.992734,1,0.28
2145,2025-12-01 02:50:00,16,72,16006,1.28,1.0,1.28,1.0,0.28,-0.3113,0.990469,1,0.28
2146,2025-12-01 02:50:00,18,269,18000,2.561,1.0,2.561,1.0,1.561,0.6191,0.960563,1,1.561
2147,2025-12-01 02:50:00,18,469,18001,2.561,1.0,2.561,0.5,2.061,1.2869,0.943947,1,2.061
2148,2025-12-01 02:50:00,19,194,19000,1.28,1.0,1.28,1.0,0.28,-0.1998,0.99227,1,0.28
2149,2025-12-01 02:50:00,19,22,19001,1.28,1.0,1.28,0.0,1.28,0.1327,0.653106,1,1.28
2150,2025-12-01 02:50:00,19,50,19002,1.28,1.0,1.28,0.5,0.78,-0.4471,0.91135,1,0.78
2151,2025-12-01 02:50:00,19,476,19003,1.28,1.0,1.28,0.5,0.78,0.1062,0.94703,1,0.78
2152,2025-12-01 02:55:00,0,50,0,1.878,1.0,1.878,0.0,1.878,-0.2444,0.563555,1,1.878
2153,2025-12-01 02:55:00,0,176,1,1.878,1.0,1.878,1.0,0.878,-0.7806,0.902807,1,0.878
2154,2025-12-01 02:55:00,0,136,2,1.878,1.0,1.878,1.0,0.878,0.2573,0.96327,1,0.878
2155,2025-12-01 02:55:00,1,179,1000,1.188,1.0,1.188,0.0,1.188,-0.5199,0.495021,1,1.188
2156,2025-12-01 02:55:00,1,395,1001,1.188,1.0,1.188,1.0,0.188,-0.3138,0.98208,1,0.188
2157,2025-12-01 02:55:00,1,358,1002,1.188,1.0,1.188,1.0,0.188,0.0912,0.987976,1,0.188
2158,2025-12-01 02:55:00,2,491,2000,2.572,1.0,2.572,1.0,1.572,-0.2376,0.925562,1,1.572
2159,2025-12-01 02:55:00,2,495,2001,2.572,1.0,2.572,0.5,2.072,0.5026,0.893932,1,2.072
2160,2025-12-01 02:55:00,2,53,2002,2.572,1.0,2.572,0.0,2.572,-0.0897,0.601148,1,2.572
2161,2025-12-01 02:55:00,2,47,2003,2.572,1.0,2.572,1.0,1.572,0.3232,0.95611,1,1.572
2162,2025-12-01 02:55:00,2,228,2004,2.572,1.0,2.572,1.0,1.572,-0.799,0.876427,1,1.572
2163,2025-12-01 02:55:00,2,289,2005,2.572,1.0,2.572,0.5,2.072,-0.7488,0.706872,1,2.072
2164,2025-12-01 02:55:00,3,78,-1,1.742,1.0,1.742,0.0,1.742,-0.6952,0.451355,0,0.0
2165,2025-12-01 02:55:00,5,216,-1,2.109,1.0,2.109,0.0,2.109,1.1452,0.838244,0,0.0
2166,2025-12-01 02:55:00,5,152,5000,2.109,1.0,2.109,0.0,2.109,-0.2402,0.564576,1,2.109
2167,2025-12-01 02:55:00,5,355,5001,2.109,1.0,2.109,0.5,1.609,0.7338,0.932988,1,1.609
2168,2025-12-01 02:55:00,6,0,6000,2.263,1.0,2.263,0.5,1.763,0.2202,0.857475,1,1.763
2169,2025-12-01 02:55:00,6,437,-1,2.263,1.0,2.263,0.0,2.263,0.1945,0.666976,0,0.0
2170,2025-12-01 02:55:00,6,344,6001,2.263,1.0,2.263,0.5,1.763,0.1172,0.844417,1,1.763
2171,2025-12-01 02:55:00,6,441,6002,2.263,1.0,2.263,1.0,1.263,-0.4592,0.89929,1,1.263
2172,2025-12-01 02:55:00,6,441,6003,2.263,1.0,2.263,1.0,1.263,-0.4126,0.903432,1,1.263
2173,2025-12-01 02:55:00,6,393,6004,2.263,1.0,2.263,0.0,2.263,0.1753,0.662693,1,2.263
2174,2025-12-01 02:55:00,7,69,7000,2.941,1.0,2.941,1.0,1.941,-0.5007,0.829725,1,1.941
2175,2025-12-01 02:55:00,7,211,7001,2.941,1.0,2.941,0.5,2.441,-0.4496,0.699014,1,2.441
2176,2025-12-01 02:55:00,8,152,8000,1.389,1.0,1.389,0.5,0.889,1.2754,0.975466,1,0.889
2177,2025-12-01 02:55:00,8,1,8001,1.389,1.0,1.389,0.5,0.889,0.2043,0.93161,1,0.889
2178,2025-12-01 02:55:00,8,492,8002,1.389,1.0,1.389,1.0,0.389,-0.9445,0.966765,1,0.389
2179,2025-12-01 02:55:00,8,23,8003,1.389,1.0,1.389,0.0,1.389,-0.0087,0.620411,1,1.389
2180,2025-12-01 02:55:00,10,150,10000,2.935,1.0,2.935,0.5,2.435,0.3645,0.858558,1,2.435
2181,2025-12-01 02:55:00,11,282,11000,1.939,1.0,1.939,1.0,0.939,0.4705,0.980509,1,0.939
2182,2025-12-01 02:55:00,11,267,-1,1.939,1.0,1.939,0.0,1.939,-0.6359,0.466066,0,0.0
2183,2025-12-01 02:55:00,11,223,11001,1.939,1.0,1.939,0.0,1.939,0.3386,0.698165,1,1.939
2184,2025-12-01 02:55:00,13,326,-1,1.874,1.0,1.874,0.0,1.874,-0.2496,0.562263,0,0.0
2185,2025-12-01 02:55:00,13,442,13000,1.874,1.0,1.874,0.5,1.374,0.1074,0.867016,1,1.374
2186,2025-12-01 02:55:00,13,133,13001,1.874,1.0,1.874,0.0,1.874,0.0268,0.628731,1,1.874
2187,2025-12-01 02:55:00,13,102,13002,1.874,1.0,1.874,0.5,1.374,-0.1481,0.834705,1,1.374
2188,2025-12-01 02:55:00,13,208,13003,1.874,1.0,1.874,1.0,0.874,0.1561,0.960491,1,0.874
2189,2025-12-01 02:55:00,14,162,14000,1.625,1.0,1.625,0.5,1.125,0.6089,0.92898,1,1.125
2190,2025-12-01 02:55:00,14,351,14001,1.625,1.0,1.625,0.5,1.125,0.5228,0.923092,1,1.125
2191,2025-12-01 02:55:00,14,489,14002,1.625,1.0,1.625,0.5,1.125,0.1986,0.896683,1,1.125
2192,2025-12-01 02:55:00,14,200,-1,1.625,1.0,1.625,0.0,1.625,0.1768,0.663029,0,0.0
2193,2025-12-01 02:55:00,15,131,15000,1.775,1.0,1.775,1.0,0.775,1.0129,0.990525,1,0.775
2194,2025-12-01 02:55:00,15,236,15001,1.775,1.0,1.775,1.0,0.775,0.3771,0.982257,1,0.775
2195,2025-12-01 02:55:00,15,341,15002,1.775,1.0,1.775,0.0,1.775,-0.3835,0.529082,1,1.775
2196,2025-12-01 02:55:00,15,330,-1,1.775,1.0,1.775,0.5,1.275,-0.7379,0.790923,0,0.0
2197,2025-12-01 02:55:00,16,110,16000,1.28,1.0,1.28,0.0,1.28,0.3737,0.705524,1,1.28
2198,2025-12-01 02:55:00,16,104,16001,1.28,1.0,1.28,0.5,0.78,-0.3191,0.917463,1,0.78
2199,2025-12-01 02:55:00,16,329,16002,1.28,1.0,1.28,0.5,0.78,-1.0995,0.835897,1,0.78
2200,2025-12-01 02:55:00,16,462,16003,1.28,1.0,1.28,0.5,0.78,-0.0548,0.935392,1,0.78
2201,2025-12-01 02:55:00,18,276,-1,2.561,1.0,2.561,0.0,2.561,-0.1287,0.591771,0,0.0
2202,2025-12-01 02:55:00,18,287,18000,2.561,1.0,2.561,1.0,1.561,-0.1972,0.915016,1,1.561
2203,2025-12-01 02:55:00,18,104,-1,2.561,1.0,2.561,0.0,2.561,0.1604,0.659346,0,0.0
2204,2025-12-01 02:55:00,18,383,18001,2.561,1.0,2.561,1.0,1.561,0.2973,0.946394,1,1.561
2205,2025-12-01 02:55:00,19,141,19000,1.28,1.0,1.28,0.0,1.28,0.2758,0.684776,1,1.28
2206,2025-12-01 02:55:00,19,260,19001,1.28,1.0,1.28,1.0,0.28,-0.1354,0.992749,1,0.28
2207,2025-12-01 02:55:00,19,31,19002,1.28,1.0,1.28,0.0,1.28,0.4063,0.712242,1,1.28
2208,2025-12-01 02:55:00,19,103,19003,1.28,1.0,1.28,1.0,0.28,-0.3384,0.991132,1,0.28
2209,2025-12-01 03:00:00,0,346,0,1.878,1.0,1.878,0.0,1.878,0.0451,0.633005,1,1.878
2210,2025-12-01 03:00:00,0,263,1,1.878,1.0,1.878,0.5,1.378,0.4433,0.900072,1,1.378
2211,2025-12-01 03:00:00,0,160,-1,1.878,1.0,1.878,0.5,1.378,-0.376,0.798783,0,0.0
2212,2025-12-01 03:00:00,0,457,2,1.878,1.0,1.878,1.0,0.878,-0.3412,0.935126,1,0.878
2213,2025-12-01 03:00:00,1,278,1000,1.188,1.0,1.188,1.0,0.188,0.6623,0.993172,1,0.188
2214,2025-12-01 03:00:00,1,120,1001,1.188,1.0,1.188,0.0,1.188,0.0845,0.642092,1,1.188
2215,2025-12-01 03:00:00,1,204,1002,1.188,1.0,1.188,1.0,0.188,-0.0929,0.985581,1,0.188
2216,2025-12-01 03:00:00,2,176,2000,2.572,1.0,2.572,0.0,2.572,0.4758,0.726278,1,2.572
2217,2025-12-01 03:00:00,2,188,2001,2.572,1.0,2.572,0.5,2.072,0.26,0.868636,1,2.072
2218,2025-12-01 03:00:00,3,497,3000,1.742,1.0,1.742,0.5,1.242,0.0259,0.864052,1,1.242
2219,2025-12-01 03:00:00,3,408,3001,1.742,1.0,1.742,0.0,1.742,-0.0245,0.616682,1,1.742
2220,2025-12-01 03:00:00,4,174,4000,2.646,1.0,2.646,0.0,2.646,0.5079,0.732611,1,2.646
2221,2025-12-01 03:00:00,4,11,4001,2.646,1.0,2.646,0.5,2.146,0.4189,0.872941,1,2.146
2222,2025-12-01 03:00:00,5,167,5000,2.109,1.0,2.109,0.0,2.109,0.2577,0.680857,1,2.109
2223,2025-12-01 03:00:00,6,398,6000,2.263,1.0,2.263,1.0,1.263,0.2406,0.947307,1,1.263
2224,2025-12-01 03:00:00,6,270,6001,2.263,1.0,2.263,0.5,1.763,-0.1175,0.811045,1,1.763
2225,2025-12-01 03:00:00,7,168,7000,2.941,1.0,2.941,1.0,1.941,-0.2422,0.863204,1,1.941
2226,2025-12-01 03:00:00,7,23,7001,2.941,1.0,2.941,0.5,2.441,0.3135,0.832811,1,2.441
2227,2025-12-01 03:00:00,8,22,8000,1.389,1.0,1.389,1.0,0.389,-0.2933,0.98239,1,0.389
2228,2025-12-01 03:00:00,8,380,8001,1.389,1.0,1.389,0.5,0.889,0.1514,0.928164,1,0.889
2229,2025-12-01 03:00:00,11,54,11000,1.939,1.0,1.939,0.0,1.939,0.3188,0.693987,1,1.939
2230,2025-12-01 03:00:00,11,5,11001,1.939,1.0,1.939,0.5,1.439,-0.6254,0.793877,1,1.439
2231,2025-12-01 03:00:00,12,358,12000,1.951,1.0,1.951,1.0,0.951,-0.3433,0.955083,1,0.951
2232,2025-12-01 03:00:00,12,362,12001,1.951,1.0,1.951,0.5,1.451,0.2523,0.900466,1,1.451
2233,2025-12-01 03:00:00,12,261,12002,1.951,1.0,1.951,0.5,1.451,0.4378,0.915907,1,1.451
2234,2025-12-01 03:00:00,13,214,13000,1.874,1.0,1.874,0.0,1.874,-0.1471,0.587318,1,1.874
2235,2025-12-01 03:00:00,13,66,13001,1.874,1.0,1.874,0.0,1.874,0.7691,0.780588,1,1.874
2236,2025-12-01 03:00:00,13,305,13002,1.874,1.0,1.874,0.0,1.874,0.4989,0.73085,1,1.874
2237,2025-12-01 03:00:00,14,260,-1,1.625,1.0,1.625,0.5,1.125,-0.4703,0.816373,0,0.0
2238,2025-12-01 03:00:00,14,32,14000,1.625,1.0,1.625,1.0,0.625,-0.5924,0.94439,1,0.625
2239,2025-12-01 03:00:00,14,462,-1,1.625,1.0,1.625,1.0,0.625,-0.4849,0.94977,0,0.0
2240,2025-12-01 03:00:00,14,188,-1,1.625,1.0,1.625,0.0,1.625,0.6204,0.75406,0,0.0
2241,2025-12-01 03:00:00,14,370,14001,1.625,1.0,1.625,0.5,1.125,-0.5477,0.804491,1,1.125
2242,2025-12-01 03:00:00,15,138,15000,1.775,1.0,1.775,1.0,0.775,-0.8323,0.942916,1,0.775
2243,2025-12-01 03:00:00,15,181,15001,1.775,1.0,1.775,1.0,0.775,0.3027,0.980911,1,0.775
2244,2025-12-01 03:00:00,15,420,15002,1.775,1.0,1.775,0.0,1.775,0.3296,0.696272,1,1.775
2245,2025-12-01 03:00:00,16,319,16000,1.28,1.0,1.28,1.0,0.28,0.0059,0.993042,1,0.28
2246,2025-12-01 03:00:00,16,418,16001,1.28,1.0,1.28,0.5,0.78,0.8132,0.971823,1,0.78
2247,2025-12-01 03:00:00,16,53,16002,1.28,1.0,1.28,0.0,1.28,-0.0125,0.61951,1,1.28
2248,2025-12-01 03:00:00,16,305,16003,1.28,1.0,1.28,0.0,1.28,-0.1311,0.591202,1,1.28
2249,2025-12-01 03:00:00,18,482,18000,2.561,1.0,2.561,0.0,2.561,-0.0504,0.610535,1,2.561
2250,2025-12-01 03:00:00,18,247,18001,2.561,1.0,2.561,1.0,1.561,-0.6556,0.871929,1,1.561
2251,2025-12-01 03:00:00,19,346,-1,1.28,1.0,1.28,0.0,1.28,-0.5586,0.485361,0,0.0
2252,2025-12-01 03:00:00,19,280,19000,1.28,1.0,1.28,1.0,0.28,0.0686,0.994079,1,0.28
2253,2025-12-01 03:00:00,19,68,-1,1.28,1.0,1.28,0.0,1.28,0.5717,0.744923,0,0.0
2254,2025-12-01 03:05:00,0,305,0,1.878,1.0,1.878,0.0,1.878,-0.7686,0.433247,1,1.878
2255,2025-12-01 03:05:00,0,328,1,1.878,1.0,1.878,0.5,1.378,0.3607,0.892393,1,1.378
2256,2025-12-01 03:05:00,0,391,2,1.878,1.0,1.878,0.0,1.878,-0.3227,0.544221,1,1.878
2257,2025-12-01 03:05:00,0,269,3,1.878,1.0,1.878,1.0,0.878,0.0335,0.954479,1,0.878
2258,2025-12-01 03:05:00,0,151,4,1.878,1.0,1.878,1.0,0.878,0.6101,0.973903,1,0.878
2259,2025-12-01 03:05:00,1,401,1000,1.188,1.0,1.188,1.0,0.188,-0.1428,0.984854,1,0.188
2260,2025-12-01 03:05:00,1,128,1001,1.188,1.0,1.188,0.5,0.688,-0.4202,0.879588,1,0.688
2261,2025-12-01 03:05:00,1,254,1002,1.188,1.0,1.188,0.0,1.188,0.9022,0.802537,1,1.188
2262,2025-12-01 03:05:00,1,172,1003,1.188,1.0,1.188,0.0,1.188,0.3635,0.703381,1,1.188
2263,2025-12-01 03:05:00,2,252,2000,2.572,1.0,2.572,0.0,2.572,0.4734,0.7258,1,2.572
2264,2025-12-01 03:05:00,2,404,-1,2.572,1.0,2.572,0.5,2.072,-0.0583,0.82788,0,0.0
2265,2025-12-01 03:05:00,4,179,4000,2.646,1.0,2.646,1.0,1.646,-0.1558,0.91379,1,1.646
2266,2025-12-01 03:05:00,4,125,4001,2.646,1.0,2.646,0.5,2.146,-0.6054,0.711539,1,2.146
2267,2025-12-01 03:05:00,6,59,-1,2.263,1.0,2.263,0.0,2.263,-0.0301,0.61537,0,0.0
2268,2025-12-01 03:05:00,6,362,6000,2.263,1.0,2.263,0.5,1.763,0.6396,0.901492,1,1.763
2269,2025-12-01 03:05:00,7,373,7000,2.941,1.0,2.941,1.0,1.941,-0.4073,0.842514,1,1.941
2270,2025-12-01 03:05:00,7,380,-1,2.941,1.0,2.941,0.5,2.441,-1.1146,0.544287,0,0.0
2271,2025-12-01 03:05:00,7,111,7001,2.941,1.0,2.941,1.0,1.941,0.275,0.913677,1,1.941
2272,2025-12-01 03:05:00,8,450,8000,1.389,1.0,1.389,0.5,0.889,-0.1744,0.903181,1,0.889
2273,2025-12-01 03:05:00,8,71,8001,1.389,1.0,1.389,0.5,0.889,0.1897,0.93068,1,0.889
2274,2025-12-01 03:05:00,8,260,8002,1.389,1.0,1.389,1.0,0.389,0.0797,0.987807,1,0.389
2275,2025-12-01 03:05:00,10,199,10000,2.935,1.0,2.935,0.0,2.935,-0.2546,0.561051,1,2.935
2276,2025-12-01 03:05:00,10,178,10001,2.935,1.0,2.935,1.0,1.935,-0.3234,0.88639,1,1.935
2277,2025-12-01 03:05:00,10,8,10002,2.935,1.0,2.935,1.0,1.935,0.8023,0.960076,1,1.935
2278,2025-12-01 03:05:00,10,393,10003,2.935,1.0,2.935,0.0,2.935,-0.1262,0.592381,1,2.935
2279,2025-12-01 03:05:00,11,410,-1,1.939,1.0,1.939,0.0,1.939,1.0418,0.823723,0,0.0
2280,2025-12-01 03:05:00,11,78,11000,1.939,1.0,1.939,1.0,0.939,-0.0802,0.96667,1,0.939
2281,2025-12-01 03:05:00,11,9,11001,1.939,1.0,1.939,1.0,0.939,-0.3204,0.958003,1,0.939
2282,2025-12-01 03:05:00,12,212,12000,1.951,1.0,1.951,0.5,1.451,0.3535,0.90918,1,1.451
2283,2025-12-01 03:05:00,12,204,12001,1.951,1.0,1.951,0.0,1.951,-0.6072,0.473214,1,1.951
2284,2025-12-01 03:05:00,12,118,12002,1.951,1.0,1.951,1.0,0.951,-0.5615,0.944734,1,0.951
2285,2025-12-01 03:05:00,12,483,12003,1.951,1.0,1.951,0.5,1.451,0.4104,0.913768,1,1.451
2286,2025-12-01 03:05:00,13,367,-1,1.874,1.0,1.874,0.0,1.874,-0.2272,0.56778,0,0.0
2287,2025-12-01 03:05:00,13,159,13000,1.874,1.0,1.874,1.0,0.874,0.4447,0.970099,1,0.874
2288,2025-12-01 03:05:00,14,361,14000,1.625,1.0,1.625,0.5,1.125,-0.2264,0.850169,1,1.125
2289,2025-12-01 03:05:00,14,107,14001,1.625,1.0,1.625,0.5,1.125,0.0205,0.87898,1,1.125
2290,2025-12-01 03:05:00,15,498,15000,1.775,1.0,1.775,1.0,0.775,-0.73,0.948175,1,0.775
2291,2025-12-01 03:05:00,15,51,15001,1.775,1.0,1.775,1.0,0.775,-0.0307,0.973558,1,0.775
2292,2025-12-01 03:05:00,16,66,16000,1.28,1.0,1.28,1.0,0.28,0.5044,0.995762,1,0.28
2293,2025-12-01 03:05:00,16,79,16001,1.28,1.0,1.28,0.0,1.28,0.2918,0.688222,1,1.28
